"Library"	"Number of spectra"	"Substance class"	"Number of positive spectra"	"Method"	"Parameters"	"AlgorithmName"	"AUC"	"TPR for FPR = 5%"	"Sn for Max sum Sn+Sp"	"Sp for Max sum Sn+Sp"	"TNR for FNR = 5%"	"time (s)"	"AUCs"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoinositols"	"19"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.991879350348028"	"1"	"1"	"0.982598607888631"	"0"	"0.0372191667556763"	"0.989172467130704, 0.993039443155453, 0.989559164733179, 0.996519721577726, 0.993039443155452, 0.994586233565352, 0.995746326372777, 0.990719257540603, 0.989172467130704, 0.986078886310905"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoinositols; Phosphatidylinositols"	"14"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.996247113163972"	"1"	"1"	"0.986143187066975"	"0"	"0.0379903316497803"	"0.999422632794457, 0.984411085450347, 0.99364896073903, 0.998267898383372, 0.989030023094688, 0.997690531177829, 0.985565819861432, 0.994803695150115, 0.999422632794457, 0.998267898383372"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoserines"	"21"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.995746326372776"	"1"	"1"	"0.987238979118329"	"0"	"0.037930965423584"	"0.997293116782676, 0.998453209590101, 0.984532095901005, 0.994199535962877, 0.993426140757927, 0.99922660479505, 0.991492652745553, 0.998453209590101, 0.998066511987626, 0.989172467130704"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoserines; Phosphatidylserines"	"21"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.997873163186388"	"1"	"1"	"0.995359628770302"	"0"	"0.0377762317657471"	"1, 1, 0.996906419180201, 0.998839907192575, 0.992846094354215, 0.992652745552978, 0.998839907192575, 0.996133023975251, 0.999613302397525, 0.996906419180201"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Prenol lipids"	"25"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.522923588039867"	"0.142857142857143"	"0.357142857142857"	"0.893023255813953"	"0"	"0.0375080108642578"	"0.512458471760797, 0.533388704318937, 0.371926910299003, 0.50265780730897, 0.451827242524917, 0.43953488372093, 0.670764119601329, 0.761295681063123, 0.603820598006644, 0.62358803986711"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Sphingolipids"	"23"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.980897009966777"	"1"	"1"	"0.958139534883721"	"0"	"0.0369166135787964"	"0.968936877076412, 0.974750830564784, 0.987209302325581, 0.991362126245847, 0.995016611295681, 0.980066445182724, 0.995016611295681, 0.977906976744186, 0.981727574750831, 0.971594684385382"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Sphingolipids; Phosphosphingolipids"	"23"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.986378737541528"	"0.928571428571429"	"1"	"0.951162790697675"	"0"	"0.0378130674362183"	"0.975415282392027, 0.991362126245847, 0.988870431893688, 0.986046511627907, 0.98671096345515, 0.987375415282392, 0.982890365448505, 0.976910299003322, 0.978737541528239, 0.98936877076412"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives"	"17"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.779976851851852"	"0.4"	"0.8"	"0.850694444444444"	"0"	"0.0372660160064697"	"0.741435185185185, 0.811574074074074, 0.681944444444445, 0.714351851851852, 0.836805555555556, 0.916435185185185, 0.916203703703704, 0.698148148148148, 0.766666666666667, 0.793287037037037"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Hydroxysteroids"	"14"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.810190531177829"	"0.25"	"0.75"	"0.931870669745958"	"0"	"0.0379899740219116"	"0.417725173210162, 0.612586605080831, 0.434468822170901, 0.943995381062356, 0.982678983833718, 0.694284064665127, 0.960161662817552, 0.926096997690531, 0.93215935334873, 0.675230946882217"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Oxosteroids"	"11"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.872887864823349"	"0.333333333333333"	"1"	"0.731566820276498"	"0"	"0.0384107828140259"	"0.997695852534562, 0.932411674347158, 0.799155145929339, 0.870967741935484, 0.745775729646697, 0.894777265745008, 0.768049155145929, 0.874807987711213, 0.584101382488479, 0.879032258064516"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Nucleosides, nucleotides, and analogues"	"69"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.957074175824176"	"0.761904761904762"	"0.976190476190476"	"0.870192307692308"	"0.777644230769231"	"0.0384308099746704"	"0.967891483516484, 0.933035714285714, 0.97676282051282, 0.951751373626374, 0.957360347985348, 0.961366758241758, 0.932806776556777, 0.956788003663004, 0.961595695970696, 0.945054945054945"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleosides"	"12"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.994815668202765"	"1"	"1"	"0.98963133640553"	"0"	"0.0400065183639526"	"0.993087557603687, 0.996543778801843, 0.995967741935484, 1, 0.996543778801843, 0.990783410138249, 0.993663594470046, 0.971774193548387, 0.986751152073733, 0.997119815668203"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleotides"	"20"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.989172467130704"	"0.916666666666667"	"1"	"0.988399071925754"	"0"	"0.0386015176773071"	"0.995746326372776, 0.993426140757927, 0.956496519721578, 0.996519721577726, 0.98491879350348, 0.887857695282289, 0.994972931167827, 0.996133023975251, 0.98491879350348, 0.950502706883217"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleotides; Purine ribonucleotides"	"14"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.996824480369515"	"1"	"1"	"0.993071593533487"	"0"	"0.0371845960617065"	"0.998845265588915, 0.997690531177829, 0.976905311778291, 0.997113163972286, 0.995381062355658, 0.998267898383372, 0.974884526558891, 0.996535796766744, 0.97459584295612, 0.998267898383372"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleotides; Purine ribonucleotides; Purine ribonucleoside monophosphates"	"13"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.994803695150116"	"1"	"1"	"0.990762124711316"	"0"	"0.0395410060882568"	"0.996535796766744, 0.995381062355658, 0.986143187066975, 0.99364896073903, 0.978060046189376, 1, 0.997113163972286, 0.977482678983834, 0.997113163972286, 0.994226327944573"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Nucleosides, nucleotides, and analogues; Pyrimidine nucleosides"	"12"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.938508064516129"	"0.625"	"1"	"0.930875576036866"	"0"	"0.0377862453460693"	"0.901785714285714, 0.808179723502304, 0.993087557603687, 0.960541474654378, 0.819700460829493, 0.939804147465438, 0.814228110599078, 0.93721198156682, 0.979838709677419, 0.950748847926267"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Nucleosides, nucleotides, and analogues; Pyrimidine nucleotides"	"14"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.99566974595843"	"1"	"1"	"0.98729792147806"	"0"	"0.0391908884048462"	"0.990762124711317, 0.998267898383372, 0.994803695150115, 0.995381062355658, 0.998267898383372, 0.995958429561201, 0.998267898383372, 0.994803695150116, 0.99162817551963, 0.995958429561201"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Nucleosides, nucleotides, and analogues; Pyrimidine nucleotides; Pyrimidine ribonucleotides"	"10"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.996543778801843"	"1"	"1"	"0.990783410138249"	"0"	"0.0384440422058105"	"0.993855606758833, 0.996927803379416, 0.994623655913978, 0.996927803379416, 0.99615975422427, 0.993855606758833, 1, 0.997695852534562, 0.986175115207373, 1"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic 1,3-dipolar compounds"	"107"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.758641975308642"	"0.203125"	"0.8125"	"0.64320987654321"	"0.197530864197531"	"0.0374882221221924"	"0.782793209876543, 0.764158950617284, 0.783294753086419, 0.694328703703704, 0.753125000000001, 0.714814814814815, 0.775887345679012, 0.739891975308642, 0.767399691358025, 0.739699074074074"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds"	"27"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.804997086247086"	"0.25"	"0.875"	"0.755244755244755"	"0"	"0.0369775295257568"	"0.742715617715618, 0.925990675990676, 0.780594405594405, 0.911713286713287, 0.740238927738927, 0.807692307692308, 0.803467365967366, 0.806526806526806, 0.883449883449883, 0.726252913752914"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic nitro compounds"	"26"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.829545454545454"	"0.375"	"0.8125"	"0.844988344988345"	"0"	"0.0369625091552734"	"0.846153846153846, 0.762529137529137, 0.790646853146853, 0.774912587412588, 0.90034965034965, 0.839015151515151, 0.800553613053613, 0.820075757575757, 0.854749417249417, 0.912004662004662"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic nitro compounds; C-nitro compounds"	"23"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.833305647840532"	"0.5"	"0.857142857142857"	"0.844186046511628"	"0"	"0.0379143953323364"	"0.839036544850499, 0.866279069767442, 0.827574750830565, 0.839700996677741, 0.924916943521595, 0.765116279069768, 0.911960132890365, 0.789202657807309, 0.77906976744186, 0.747176079734219"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic nitro compounds; C-nitro compounds; Nitroaromatic compounds"	"20"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.818928847641145"	"0.5"	"0.833333333333333"	"0.88631090487239"	"0"	"0.0373159646987915"	"0.800657385924207, 0.829466357308585, 0.845514307811292, 0.902165506573859, 0.675947409126064, 0.844934261407579, 0.855181747873163, 0.77938901778809, 0.808391337973705, 0.760634184068059"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds"	"106"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.736188271604938"	"0.1875"	"0.78125"	"0.690123456790123"	"0.232098765432099"	"0.037964940071106"	"0.804320987654321, 0.725925925925926, 0.730941358024692, 0.751774691358024, 0.708101851851852, 0.753549382716049, 0.704320987654321, 0.725385802469136, 0.768441358024691, 0.741435185185185"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives"	"1205"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.806668246100015"	"0.296398891966759"	"0.689750692520776"	"0.848684210526316"	"0.230263157894737"	"0.0385648012161255"	"0.823826359527628, 0.748633182679691, 0.795050298877387, 0.817247412159207, 0.792316664236769, 0.780653156436798, 0.796927394663945, 0.836674442338533, 0.816409097536084, 0.829530543811051"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboximidic acids and derivatives"	"66"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.762619904076739"	"0.2"	"0.8"	"0.709832134292566"	"0"	"0.0378141403198242"	"0.772541966426859, 0.764148681055156, 0.774280575539568, 0.734172661870503, 0.682254196642686, 0.788189448441247, 0.820803357314149, 0.6871103117506, 0.761091127098322, 0.760551558752998"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboximidic acids and derivatives; Carboximidic acids"	"60"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.766142932909043"	"0.166666666666667"	"0.861111111111111"	"0.682577565632458"	"0"	"0.0380567312240601"	"0.797467515247945, 0.731569875364625, 0.817621320604614, 0.769026783346592, 0.756165473349244, 0.723680721294086, 0.782352161230442, 0.763259082471493, 0.796870856536727, 0.74032086979581"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboximidic acids and derivatives; Carboximidic acids; Isoureas"	"10"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.765745007680492"	"0.5"	"0.666666666666667"	"0.929723502304147"	"0"	"0.037830114364624"	"0.777649769585253, 0.71121351766513, 0.548003072196621, 0.925883256528418, 0.970430107526882, 0.734254992319508, 0.764592933947773, 0.76689708141321, 0.69431643625192, 0.953149001536098"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives"	"866"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.847224033029118"	"0.482692307692308"	"0.688461538461538"	"0.889830508474576"	"0.313559322033898"	"0.0392279624938965"	"0.847066492829205, 0.83722294654498, 0.847381573229031, 0.87513037809648, 0.860756192959583, 0.858050847457627, 0.821056062581487, 0.856508039982617, 0.81248370273794, 0.830725771403737"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues"	"385"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.851248987307589"	"0.473913043478261"	"0.747826086956522"	"0.829192546583851"	"0.399068322981366"	"0.0393545627593994"	"0.828908992708615, 0.819335673778018, 0.841749932487173, 0.884472049689441, 0.850121523089387, 0.869214150688631, 0.851377261679719, 0.880299756953822, 0.851120712935458, 0.862017283283824"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives"	"385"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.841824196597353"	"0.41304347826087"	"0.730434782608696"	"0.824534161490683"	"0.312111801242236"	"0.0378565788269043"	"0.859870375371321, 0.810450985687281, 0.847961112611396, 0.860329462597894, 0.816324601674318, 0.835687280583311, 0.831366459627329, 0.856035646772887, 0.835039157439913, 0.852619497704564"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Alpha amino acids and derivatives"	"152"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.816645408163265"	"0.315217391304348"	"0.83695652173913"	"0.676020408163265"	"0.415816326530612"	"0.039499044418335"	"0.788625776397516, 0.812805013309672, 0.817213842058563, 0.845191881100266, 0.848852040816327, 0.796999778172139, 0.804181455190772, 0.829386645962733, 0.845552351375333, 0.816076974267968"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Alpha amino acids and derivatives; Alpha amino acid amides"	"24"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.864784053156146"	"0.428571428571429"	"1"	"0.737209302325581"	"0"	"0.0387071371078491"	"0.833388704318937, 0.813455149501662, 0.895016611295681, 0.856312292358804, 0.835382059800664, 0.888372093023256, 0.88405315614618, 0.888372093023256, 0.873255813953489, 0.849501661129569"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Alpha amino acids and derivatives; Alpha amino acids"	"73"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.846878422782037"	"0.5"	"0.75"	"0.901204819277108"	"0.38433734939759"	"0.0383951663970947"	"0.909200438116101, 0.901423877327492, 0.84578313253012, 0.847973713033954, 0.909967141292442, 0.797645125958379, 0.826396495071194, 0.898576122672508, 0.767141292442497, 0.790744797371304"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Alpha amino acids and derivatives; N-acyl-alpha amino acids and derivatives"	"47"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.869765281999325"	"0.5"	"0.857142857142857"	"0.763593380614657"	"0"	"0.0388113260269165"	"0.87402904424181, 0.812478892266126, 0.862884160756501, 0.89918946301925, 0.89387031408308, 0.851063829787234, 0.865501519756839, 0.881796690307329, 0.850726106045255, 0.947821681864235"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Alpha amino acids and derivatives; N-acyl-alpha amino acids and derivatives; N-acyl-alpha amino acids"	"30"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.914914330218069"	"0.5"	"0.888888888888889"	"0.857476635514019"	"0"	"0.0384376049041748"	"0.932242990654206, 0.809839044652129, 0.936915887850467, 0.936786085150571, 0.909008307372793, 0.860072689511942, 0.925623052959502, 0.872793354101766, 0.845664589823468, 0.920820353063344"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Alpha amino acids and derivatives; Phenylalanine and derivatives"	"10"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.965821812596006"	"0.666666666666667"	"1"	"0.90668202764977"	"0"	"0.0384074449539185"	"0.967741935483871, 0.990783410138249, 0.944700460829493, 0.986175115207373, 0.967741935483871, 0.964669738863287, 0.933179723502304, 0.911674347158218, 0.709293394777266, 0.966973886328725"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Amino acids"	"134"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.811161838790932"	"0.3125"	"0.8"	"0.7455919395466"	"0.304785894206549"	"0.0383137464523315"	"0.812814861460957, 0.801763224181361, 0.879376574307305, 0.809508816120907, 0.779880352644837, 0.800251889168766, 0.821064231738036, 0.801102015113351, 0.84581234256927, 0.842632241813603"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Beta amino acids and derivatives"	"23"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.753571428571429"	"0.142857142857143"	"0.857142857142857"	"0.654651162790698"	"0"	"0.0381144285202026"	"0.754485049833887, 0.878073089700997, 0.698006644518272, 0.822757475083056, 0.625913621262459, 0.715448504983389, 0.75265780730897, 0.806478405315615, 0.853986710963455, 0.746843853820598"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Carbamic acids and derivatives"	"14"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.760969976905312"	"0.25"	"0.75"	"0.752886836027714"	"0"	"0.0377538204193115"	"0.88568129330254, 0.895785219399538, 0.819572748267898, 0.748845265588914, 0.80513856812933, 0.734122401847575, 0.573325635103926, 0.760103926096998, 0.761836027713626, 0.69919168591224"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives; Carbamic acids and derivatives; Carbamate esters"	"14"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.869515011547344"	"0.375"	"1"	"0.751732101616628"	"0"	"0.0400935411453247"	"0.915993071593534, 0.875577367205543, 0.721709006928407, 0.720842956120092, 0.862875288683603, 0.919745958429561, 0.911951501154734, 0.863452655889145, 0.677251732101617, 0.887413394919168"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Peptides"	"21"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.87577339520495"	"0.333333333333333"	"1"	"0.755220417633411"	"0"	"0.0380090475082397"	"0.851121423047177, 0.906999226604795, 0.897331786542923, 0.810711523588554, 0.909126063418407, 0.850348027842228, 0.925560711523588, 0.806651198762568, 0.958623356535189, 0.854215003866976"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Peptides; Dipeptides"	"11"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.870007680491552"	"0.333333333333333"	"1"	"0.797235023041475"	"0"	"0.0387692451477051"	"0.857142857142857, 0.622887864823349, 0.727726574500768, 0.940092165898618, 0.634792626728111, 0.905529953917051, 0.905145929339478, 0.882872503840246, 0.883256528417819, 0.623271889400922"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Carboxylic acid derivatives"	"554"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.886047881563153"	"0.677710843373494"	"0.756024096385542"	"0.88929889298893"	"0.350553505535055"	"0.0385191440582275"	"0.896178811185703, 0.875772462543903, 0.894878406615391, 0.869692793313475, 0.88240786022318, 0.871915707108878, 0.900669097052416, 0.889687902903125, 0.897912683946117, 0.869103721157694"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid amides"	"139"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.778887884267632"	"0.273809523809524"	"0.785714285714286"	"0.663291139240506"	"0.308860759493671"	"0.0390108823776245"	"0.729355033152502, 0.770946353224835, 0.760608800482219, 0.822814948764316, 0.741109101868596, 0.786829415310429, 0.754701627486438, 0.809734779987945, 0.8000904159132, 0.801386377335745"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid amides; Acetamides"	"16"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.731018518518519"	"0.2"	"0.8"	"0.827546296296296"	"0"	"0.0385569334030151"	"0.718518518518518, 0.629398148148148, 0.726157407407408, 0.777314814814815, 0.718287037037037, 0.743055555555556, 0.787962962962963, 0.93125, 0.73587962962963, 0.662268518518518"
